random_order,id,level,dist_id,district,school,state,county,city,address,zip,cleaned
2170,440120000334,Elementary,4401200.0,Woonsocket,Globe Park School,RI,Providence County,Woonsocket,192 Avenue A,02895,Globe Park School
2171,A1503331,Combined Elem/Sec,Nan,Nan,Milagre Kids School,PA,Delaware,Folsom,224 MILMONT AVE,19033,Milagre Kids School
2172,330329600711,High,3303296.0,Granite State Arts Academy Charter School,Granite State Arts Academy Charter School,NH,Rockingham County,Salem,19 Keewaydin Drive,03079,Granite State Arts Academy Charter School
2173,200324000622,Middle,2003240.0,Wabaunsee,Wabaunsee Junior High,KS,Wabaunsee County,Paxico,112 Elm,66526,Wabaunsee Junior High School
2174,00754841,Elementary,Nan,Nan,Trinity Lutheran School,MO,St. Charles,Saint Charles,4689 N HWY 94,63301,Trinity Lutheran School
2175,00517174,Combined Elem/Sec,Nan,Nan,Blue Grass Baptist School,KY,Fayette,Lexington,3743 RED RIVER DR.,40517,Blue Grass Baptist School
2176,A0109627,Elementary,Nan,Nan,Orchard Valley Waldorf School,VT,Washington,East Montpelier,2290 VT ROUTE 14 N,05651,Orchard Valley Waldorf School
2177,450336001463,Elementary,4503360.0,Richland 01,Carolina School For Inquiry,SC,Richland County,Columbia,7405-A Fairfield Road,29203,Carolina School For Inquiry
2178,400078702787,Elementary,4000787.0,John W Rex Charter Elementary,John W Rex Charter Elementary,OK,Oklahoma County,Oklahoma City,500 West Sheridan,73102,John W Rex Charter Elementary School
2179,A9900680,Combined Elem/Sec,Nan,Nan,St John Of San Francisco Orthodox Academy,CA,San Francisco,San Francisco,6210 GEARY BLVD,94121,St John Of San Francisco Orthodox Academy
2180,A1702285,Combined Elem/Sec,Nan,Nan,Sherwood Center For The Exceptinoal Child,MO,Jackson,Kansas City,8030 WARD PKWY PLZ,64114,Sherwood Center For The Exceptinoal Child
2181,464638000416,High,4646380.0,Mclaughlin School District 15-2,Mclaughlin High School - 01,SD,Corson County,Mclaughlin,701 S Main,57642,Mclaughlin High School - 01
2182,A1500550,Elementary,Nan,Nan,The Knowing Garden,CA,Los Angeles,Torrance,"4733 TORRANCE BLVD, BOX #324",90503,The Knowing Garden
2183,271119002657,Elementary,2711190.0,Eden Valley-Watkins School District,Watkins Elementary,MN,Meeker County,Watkins,161 SCHOOL AVE,55389,Watkins Elementary School
2184,00750847,Elementary,Nan,Nan,St Agnes Catholic Elementary School,MO,Ste. Genevieve,Bloomsdale,P O BOX 154,63627,St Agnes Catholic Elementary School
2185,A1703812,Elementary,Nan,Nan,Sycamore Hollow School,WV,Mason,Letart,6587 LIEVING RD,25253,Sycamore Hollow School
2186,530711002537,Elementary,5307110.0,Rainier School District,Rainier Elementary School,WA,Thurston County,Rainier,600 W 3rd,98576,Rainier Elementary School
2187,00810423,Combined Elem/Sec,Nan,Nan,Central Catholic Middle & High School,NE,Hall,Grand Island,1200 RUBY AVE,68803,Central Catholic Middle & High School
2188,490012000084,Middle,4900120.0,Cache District,South Cache Middle School,UT,Cache County,Hyrum,10 S 480 W,84319,South Cache Middle School
2189,350006000823,High,3500060.0,Albuquerque Public Schools,Robert F. Kennedy Charter,NM,Bernalillo County,Albuquerque,4300 BLAKE RD SW,87121,Robert F. Kennedy Charter
2190,480005513098,High,4800055.0,Life School,Life H S Waxahachie,TX,Ellis County,Waxahachie,170 W BUTCHER RD,75165,Life High School Waxahachie
2191,00852317,Combined Elem/Sec,Nan,Nan,Cedarcrest School,NH,Cheshire,Keene,91 MAPLE AVE,03431,Cedarcrest School
2192,050840001202,Middle,508400.0,Riverview School District,Riverview Junior High School,AR,White County,Searcy,820 RAIDER DR,72143,Riverview Junior High School
2193,090003301449,Middle,900033.0,Park City Prep Charter School,Park City Prep Charter School,CT,Fairfield County,Bridgeport,1550 State Street,06605,Park City Prep Charter School
2194,01904683,Elementary,Nan,Nan,Oswego Community Christian School,NY,Oswego,Oswego,400 E ALBANY ST,13126,Oswego Community Christian School
2195,590001200095,Elementary,5900069.0,Kha'P'O Community School,Kha'P'O Community School,NM,Rio Arriba County,Espanola,625 Kee Street,87532,Kha'P'O Community School
2196,00032939,Combined Elem/Sec,Nan,Nan,Immanuel Mission School,AZ,Apache,Teec Nos Pos,PO BOX 1080,86514,Immanuel Mission School
2197,301974001074,Middle,3019740.0,Opheim K-12 Schools,Opheim 7-8,MT,Valley County,Opheim,100 Rock St,59250,Opheim 7-8
2198,040020201959,High,400202.0,Academy Of Tucson Inc. (78897),Academy Of Tucson High School,AZ,Pima County,Tucson,10720 East 22nd Street,85748,Academy Of Tucson High School
2199,440000800493,Middle,4400008.0,Beacon Charter School,Founders Academy,RI,Providence County,Woonsocket,1 Social Street,02895,Founders Academy
2200,192124001275,High,1921240.0,Norwalk Comm School District,Norwalk Senior High School,IA,Warren County,Norwalk,1201 North Ave,50211,Norwalk Senior High School
2201,160324000660,Elementary,1603240.0,Twin Falls District,I B Perrine Elementary School,ID,Twin Falls County,Twin Falls,452 CASWELL AVENUE WEST,83301,I B Perrine Elementary School
2202,130174000692,High,1301740.0,Dekalb County,Chamblee Charter High School,GA,Dekalb County,Chamblee,3688 Chamblee Dunwoody Rd,30341,Chamblee Charter High School
2203,250008601996,High,2500086.0,Community Charter School Of Cambridge (District),Community Charter School Of Cambridge,MA,Middlesex County,Cambridge,245 Bent Street,02141,Community Charter School Of Cambridge
2204,160060000115,Elementary,1600600.0,Vallivue School District,East Canyon Elementary School,ID,Canyon County,Nampa,18408 NORTHSIDE BOULEVARD,83687,East Canyon Elementary School
2205,040880001448,High,408800.0,Tucson Unified District (4403),Santa Rita High School,AZ,Pima County,Tucson,3951 S PANTANO RD,85730,Santa Rita High School
2206,A0970943,Elementary,Nan,Nan,Montessori School Of Cumming,GA,Forsyth,Cumming,4601 POST RD,30040,Montessori School Of Cumming
2207,120147008236,High,1201470.0,Osceola,Avant Garde Academy,FL,Osceola County,Kissimmee,2880 N ORANGE BLOSSOM TRL,34744,Avant Garde Academy
2208,100130000004,High,1001300.0,Red Clay Consolidated School District,Calloway (Cab) School Of The Arts,DE,New Castle County,Wilmington,100 North duPont Road,19807,Calloway (Cab) School Of The Arts
2209,540162001165,Elementary,5401620.0,Wood County Schools,Mineral Wells Elementary School,WV,Wood County,Mineral Wells,1776 ELIZABETH PIKE,26150,Mineral Wells Elementary School
2210,A0300097,Combined Elem/Sec,Nan,Nan,The Episcopal Collegiate School,AR,Pulaski,Little Rock,1701 CANTRELL RD,72201,The Episcopal Collegiate School
2211,420087407515,Elementary,4200874.0,Mastery Cs - Francis D. Pastorius Elementary,Mastery Cs - Francis D. Pastorius Elemen,PA,Philadelphia County,Philadelphia,5650 Sprague Street,19138,Mastery Cs - Francis D. Pastorius Elemen
2212,A9101311,Elementary,Nan,Nan,San Francisco Day School,CA,San Francisco,San Francisco,350 MASONIC AVE,94118,San Francisco Day School
2213,462550000842,Middle,4625500.0,Freeman School District 33-1,Freeman Jr. High - 05,SD,Hutchinson County,Freeman,1001 S Wipf St,57029,Freeman Jr. High - 05
2214,340075303183,High,3400753.0,M.E.T.S. Charter School,M.E.T.S. Charter School,NJ,Hudson County,Jersey City,211 SHERMAN AVE,07307,M.E.T.S. Charter School
2215,400079902856,Middle,4000799.0,Dove Science Academy (Charter),Dove Science Academy Ms,OK,Oklahoma County,Oklahoma City,919 NW 23rd ST,73106,Dove Science Academy Middle School
2216,330573000539,Middle,3305730.0,Pittsfield School District,Pittsfield Middle School,NH,Merrimack County,Pittsfield,23 Oneida St.,03263,Pittsfield Middle School
2217,120144007459,Elementary,1201440.0,Orange,Ucp East Charter,FL,Orange County,Orlando,12702 SCIENCE DR,32826,Ucp East Charter
2218,A9502188,Combined Elem/Sec,Nan,Nan,Beverly School For The Deaf,MA,Essex,Beverly,6 ECHO AVE,01915,Beverly School For The Deaf
2219,Aa001078,Elementary,Nan,Nan,Northwest Hills Christian School,TX,Bexar,San Antonio,8511 HEATH CIR DR,78250,Northwest Hills Christian School
2220,350099001080,High,3500990.0,Farmington Municipal Schools,New Mexico Virtual Academy,NM,San Juan County,Farmington,845 N. SULLIVAN AVE,87401,New Mexico Virtual Academy
2221,490016701447,Elementary,4900167.0,Weber State University Charter Academy,Weber State University Charter Academy,UT,Weber County,Ogden,1351 Edvalson Street,84408,Weber State University Charter Academy
2222,020013000635,High,200130.0,Galena City School District,Sidney C. Huntington Jr/Sr High School,AK,Yukon-Koyukuk Census Area,Galena,299 Antoski Ave,99741,Sidney C. Huntington Jr/Sr High School
2223,00230045,Elementary,Nan,Nan,St Paul School,CT,Hartford,Kensington,461 ALLING ST,06037,St Paul School
2224,A1702357,Elementary,Nan,Nan,His Word Christian Academy,NV,Lyon,Smith,888 HUDSON WAY,89430,His Word Christian Academy
2225,270034604667,Middle,2700346.0,Voyageurs Expeditionary,Voyageurs Expeditionary Ms,MN,Beltrami County,Bemidji,3724 BEMIDJI AVE N,56601,Voyageurs Expeditionary Middle School
2226,A9300707,Elementary,Nan,Nan,Trimont Christian Academy,NC,Macon,Franklin,98 PROMISE LN,28734,Trimont Christian Academy
2227,260252001018,High,2602520.0,Allen Park Public Schools,Allen Park Community School,MI,Wayne County,Allen Park,14700 MOORE AVE,48101,Allen Park Community School
2228,362684003658,Middle,3626840.0,Shoreham-Wading River Central School District,Albert G Prodell Middle School,NY,Suffolk County,Shoreham,100 RANDALL RD,11786,Albert G Prodell Middle School
2229,080336001833,High,803360.0,School District No. 1 In The County Of Denver And State Of C,Dsst: Stapleton High School,CO,Denver County,Denver,2000 VALENTIA STREET,80238,Dsst: Stapleton High School
2230,201014000134,Elementary,2010140.0,Olathe,Westview Elem,KS,Johnson County,Olathe,500 S Troost St,66061,Westview Elem
2231,220117001937,Elementary,2200282.0,Lake Forest Elementary Charter School,Lake Forest Elementary Charter School,LA,Orleans Parish,New Orleans,11110 Lake Forest Blvd,70128,Lake Forest Elementary Charter School
2232,490004801149,Elementary,4900048.0,Noah Webster Academy,Noah Webster Academy,UT,Utah County,Orem,205 E 400 S,84058,Noah Webster Academy
2233,00327241,Combined Elem/Sec,Nan,Nan,Assets School,HI,Honolulu,Honolulu,1 OHANA NUI WAY,96818,Assets School
2234,440003600246,High,4400036.0,Blackstone Academy,Blackstone Academy Charter,RI,Providence County,Pawtucket,334 Pleasant Street,02860,Blackstone Academy Charter
2235,080234006677,Elementary,802340.0,Aurora Joint District No. 28 Of The Counties Of Adams And A,Rocky Mountain Prep - Fletcher Campus,CO,Adams County,Aurora,10455 EAST 25TH AVENUE,80010,Rocky Mountain Prep - Fletcher Campus
2236,550861000980,Middle,5508610.0,Manitowoc School District,Washington Junior High,WI,Manitowoc County,Manitowoc,2101 Division St,54220,Washington Junior High School
2237,400079202822,Middle,4000792.0,Honor Academy(Charter),Tulsa Honor Academy Charter,OK,Tulsa County,Tulsa,209 S  Lakewood Ave,74112,Tulsa Honor Academy Charter
2238,01264619,Elementary,Nan,Nan,Blessed Hope Christian Academy,SC,York,York,PO BOX 609,29745,Blessed Hope Christian Academy
2239,A9106175,Combined Elem/Sec,Nan,Nan,Foothills Christian School,SC,Oconee,Fair Play,104 FELTMAN RD,29643,Foothills Christian School
2240,150003000100,High,1500030.0,Hawaii Department Of Education,Castle High School,HI,Honolulu County,Kaneohe,45-386 Kaneohe Bay Dr,96744,Castle High School
2241,01605832,Elementary,Nan,Nan,St Andrew Catholic School,KS,Montgomery,Independence,215 N PARK BLVD,67301,St Andrew Catholic School
2242,00080472,Elementary,Nan,Nan,St Pauls School,CA,Tulare,Visalia,6101 W GOSHEN AVE,93291,St Pauls School
2243,A0102904,Combined Elem/Sec,Nan,Nan,Horizon Christian Academy,GA,Forsyth,Cumming,PO BOX 2715,30028,Horizon Christian Academy
2244,02023423,Combined Elem/Sec,Nan,Nan,Northwest Childrens Home Educ Center,ID,Nez Perce,Lewiston,602 13TH ST,83501,Northwest Childrens Home Educ Center
2245,320000100900,High,3200001.0,State-Sponsored Charter Schools,Nevada State High School Downtown,NV,Clark County,Las Vegas,300 N. 13th St.,89101,Nevada State High School Downtown
2246,A0509202,Combined Elem/Sec,Nan,Nan,New Beginning Christian Academy,AR,Garland,Hot Springs,132 PATIENCE LN,71901,New Beginning Christian Academy
2247,061291006493,High,602443.0,Escondido Charter High District,Escondido Charter High,CA,Nan,Escondido,1868 E. Valley Pkwy.,92027,Escondido Charter High School
2248,290060803317,Middle,2900608.0,Hawthorn Leadership Schl Girls,Hawthorn High School,MO,St. Louis City,St. Louis,1901 N. Kingshighway Blvd,63113,Hawthorn High School
2249,362058002829,Elementary,3600097.0,New York City Geographic District #32,Ps 377 Alejandrina B De Gautier,NY,Kings County,Brooklyn,200 WOODBINE ST,11221,Ps 377 Alejandrina B De Gautier
2250,130042002620,Middle,1300420.0,Bibb County,Rutland Middle School,GA,Bibb County,Macon,6260 Skipper Rd,31216,Rutland Middle School
2251,051197001586,High,511970.0,Rogers School District,Rogers New Technology High School,AR,Benton County,Rogers,2922 S FIRST ST,72758,Rogers New Technology High School
2252,090495001039,Elementary,904950.0,West Haven School District,Seth G. Haley School,CT,New Haven County,West Haven,148 South St.,06516,Seth G. Haley School
2253,400079602848,Elementary,4000796.0,Santa Fe South (Charter),Santa Fe South Early Childhood,OK,Oklahoma County,Oklahoma City,2222 SW 44th St,73119,Santa Fe South Early Childhood
2254,450300000803,Middle,4503000.0,Mccormick 01,Mccormick Middle,SC,Mccormick County,Mccormick,6979 Highway 28 South,29835,Mccormick Middle School
2255,02042016,Combined Elem/Sec,Nan,Nan,Valley Christian School,MT,Missoula,Missoula,2526 SUNSET LN,59804,Valley Christian School
2256,010243001016,Middle,102430.0,Montgomery County,Georgia Washington Middle School,AL,Montgomery County,Pike Road,696 Georgia Washington Rd,36064,Georgia Washington Middle School
2257,A1303673,Elementary,Nan,Nan,Seattle Amistad School,WA,King,Seattle,1625 19TH AVE,98122,Seattle Amistad School
2258,390442605374,Elementary,3904426.0,Lorain City,Toni Wofford Morrison Es,OH,Lorain County,Lorain,1830 40th St,44052,Toni Wofford Morrison Elementary School
2259,560287000163,High,5602870.0,Fremont County School District # 1,Lander Valley High School,WY,Fremont County,Lander,350 Baldwin Creek Road,82520,Lander Valley High School
2260,410386001044,Elementary,4103860.0,Dallas Sd 2,Oakdale Heights Elementary School,OR,Polk County,Dallas,1375 SW Maple St,97338,Oakdale Heights Elementary School
2261,550729000797,Elementary,5507290.0,Kaukauna Area School District,Haen Elementary,WI,Outagamie County,Kaukauna,1130 Haen Dr,54130,Haen Elementary School
2262,A0790118,Combined Elem/Sec,Nan,Nan,Canon Christian Academy,NM,Valencia,Belen,19381 HWY 314,87002,Canon Christian Academy
2263,00327398,Elementary,Nan,Nan,Maui Adventist School,HI,Maui,Kahului,261 S PUUNENE AVE,96732,Maui Adventist School
2264,370048002193,Middle,3700480.0,Burke County Schools,East Burke Middle,NC,Burke County,Connelly Springs,3519 Miller Bridge Road,28612,East Burke Middle School
2265,411082000786,Elementary,4110820.0,Salem-Keizer Sd 24J,Grant Community School,OR,Marion County,Salem,725 Market St NE,97301,Grant Community School
2266,Aa000985,Combined Elem/Sec,Nan,Nan,Montessori Learning Center,UT,Utah,Lindon,310 S 400 W,84042,Montessori Learning Center
2267,A9703445,Combined Elem/Sec,Nan,Nan,United Christian Academy,VT,Orleans,Newport,65 SCHOOL ST,05855,United Christian Academy
2268,390451502057,Elementary,3904515.0,Xenia Community City,Tecumseh Elementary School,OH,Greene County,Xenia,1058 Old Springfield Pike,45385,Tecumseh Elementary School
2269,A9500209,Elementary,Nan,Nan,Montessori School,AR,Washington,Fayetteville,57 E TOWNSHIP ST,72703,Montessori School
2270,02027803,Combined Elem/Sec,Nan,Nan,Keokuk Christian Academy,IA,Lee,Keokuk,1578 HILTON RD,52632,Keokuk Christian Academy
2271,301470000452,High,3014700.0,Huntley Project K-12 Schools,Huntley Project High Schl,MT,Yellowstone County,Worden,2436 North 15 Road,59088,Huntley Project High Schl
2272,260020001111,Elementary,2600200.0,White Pine Academy,White Pine Academy,MI,Ingham County,Leslie,510 RUSSELL ST,49251,White Pine Academy
2273,A1102051,Elementary,Nan,Nan,Missouri Valley Christian Academy,SD,Yankton,Yankton,PO BOX 902,57078,Missouri Valley Christian Academy
2274,280054000041,Elementary,2800540.0,Baldwyn School District,Baldwyn Elementary School,MS,Lee County,Baldwyn,515 BENDER CIRCLE,38824,Baldwyn Elementary School
2275,00489804,Elementary,Nan,Nan,St Peter Catholic School,KS,Sedgwick,Wichita,11010 SW BLVD,67215,St Peter Catholic School
2276,080336000367,High,803360.0,School District No. 1 In The County Of Denver And State Of C,John F Kennedy High School,CO,Denver County,Denver,2855 SOUTH LAMAR STREET,80227,John F Kennedy High School
2277,551455002424,Elementary,5514550.0,Stoughton Area School District,Fox Prairie Elementary,WI,Dane County,Stoughton,1601 W South St,53589,Fox Prairie Elementary School
2278,01611562,Combined Elem/Sec,Nan,Nan,Town & Country School,OK,Tulsa,Tulsa,8906 E 34TH ST,74145,Town & Country School
2279,090177001488,Elementary,901770.0,Groton School District,Northeast Academy Elementary School,CT,New London County,Mystic,115 Oslo Street,06355,Northeast Academy Elementary School
2280,A9701927,Combined Elem/Sec,Nan,Nan,Youth In Transition School,MD,Baltimore,Windsor Mill,7205 RUTHERFORD RD,21244,Youth In Transition School
2281,040096603572,Middle,400966.0,Highland Prep (92982),Highland Prep,AZ,Maricopa County,Surprise,15600 W HEARN RD,85379,Highland Prep
2282,Bb181153,Combined Elem/Sec,Nan,Nan,House  Of The Lord Christian Acadamy,IN,Marshall,Plymouth,16493 LINCOLN HWY,46563,House  Of The Lord Christian Acadamy
2283,220117000958,Elementary,2200216.0,Kipp Believe,Kipp Believe,LA,Orleans Parish,New Orleans,421 Burdette St.,70118,Kipp Believe
2284,330331300729,Middle,3303313.0,Capital City Public Charter School,Capital City Public Charter School (E),NH,Merrimack County,Concord,2 Stirrup Iron Rd,03303,Capital City Public Charter School (E)
2285,390461402449,Elementary,3904614.0,Ross Local,Elda Elementary School,OH,Butler County,Hamilton,3980 Hamilton Cleves Rd,45013,Elda Elementary School
2286,A1390007,Combined Elem/Sec,Nan,Nan,Brightmont Academy,AZ,Maricopa,Scottsdale,6990 E SHEA BLVD STE 120,85254,Brightmont Academy
2287,A1503075,Elementary,Nan,Nan,Rosary School,OK,Oklahoma,Oklahoma City,1919 NW 18TH ST,73106,Rosary School
2288,040014901735,High,400387.0,Kaizen Education Foundation Dba Tempe Accelerated  (79878),Kaizen Education Foundation Dba Quest High School,AZ,Maricopa County,Phoenix,217 E OLYMPIC DR,85042,Kaizen Education Foundation Dba Quest High School
2289,180120000198,Elementary,1801200.0,Carmel Clay Schools,Mohawk Trails Elementary School,IN,Hamilton County,Carmel,4242 E 126th St,46033,Mohawk Trails Elementary School
2290,110003000079,High,1100030.0,District Of Columbia Public Schools,Dunbar Hs,DC,District Of Columbia,Washington,101 N St NW,20001,Dunbar High School
2291,01056256,Elementary,Nan,Nan,Holy Angels School,OH,Shelby,Sidney,120 E WATER ST,45365,Holy Angels School
2292,A1703694,Combined Elem/Sec,Nan,Nan,Rivermont School - Greater Petersburg,VA,Dinwiddie,Dinwiddie,12318A BOYDTON PLANK RD,23841,Rivermont School - Greater Petersburg
2293,550327000370,Elementary,5503270.0,Deerfield Community School District,Deerfield Elementary,WI,Dane County,Deerfield,340 W Quarry St,53531,Deerfield Elementary School
2294,00262725,Combined Elem/Sec,Nan,Nan,Heritage Preparatory School,FL,Orange,Orlando,6000 W COLONIAL DR,32808,Heritage Preparatory School
2295,01513204,Elementary,Nan,Nan,Brookfield Christian School,WI,Waukesha,Brookfield,14155 W BURLEIGH RD,53005,Brookfield Christian School
2296,00249817,Elementary,Nan,Nan,Albert Einstein Academy,DE,New Castle,Wilmington,101 GARDEN OF EDEN RD,19803,Albert Einstein Academy
2297,01010663,Elementary,Nan,Nan,Immaculate Heart Of Mary Catholic School,NC,Guilford,High Point,4145 JOHNSON ST,27265,Immaculate Heart Of Mary Catholic School
2298,A1702340,Elementary,Nan,Nan,Cha,NE,Dawes,Chadron,237 MOREHEAD,69337,Cha
2299,01011601,Combined Elem/Sec,Nan,Nan,The Burlington School,NC,Alamance,Burlington,1615 GREENWOOD TER,27215,The Burlington School
2300,A0108986,Combined Elem/Sec,Nan,Nan,Punxsutawney Christian School,PA,Jefferson,Punxsutawney,216 N JEFFERSON ST,15767,Punxsutawney Christian School
2301,051311001072,Elementary,513110.0,Texarkana School District,Fairview Elementary School,AR,Miller County,Texarkana,801 E 16TH ST,71854,Fairview Elementary School
2302,061005001104,Middle,610050.0,Covina-Valley Unified,Sierra Vista Middle,CA,Los Angeles County,Covina,777 E. Puente St.,91723,Sierra Vista Middle School
2303,01508475,Elementary,Nan,Nan,St John Nepomucene School,WI,Outagamie,Little Chute,328 GRAND AVE,54140,St John Nepomucene School
2304,A0792051,Combined Elem/Sec,Nan,Nan,Hopewell Academy,NC,Wake,Cary,101 PRESTON EXECUTIVE DR,27513,Hopewell Academy
2305,A1303237,Combined Elem/Sec,Nan,Nan,Windswept Academy,SD,Dewey,Eagle Butte,PO BOX 1576,57625,Windswept Academy
2306,A9701301,Combined Elem/Sec,Nan,Nan,Loganville Christian Academy,GA,Walton,Loganville,2575 HWY 81,30052,Loganville Christian Academy
2307,360103506226,Elementary,3601035.0,Riverton Street Charter School,Riverton Street Charter School,NY,Queens County,Saint Albans,118-34 RIVERTON ST,11412,Riverton Street Charter School
2308,120009000046,Middle,1200090.0,Bay,Everitt Middle School,FL,Bay County,Panama City,608 SCHOOL AVE,32401,Everitt Middle School
2309,A9503891,Elementary,Nan,Nan,Mead Montessori School,TN,Knox,Knoxville,2647 BAFFORD PL,37920,Mead Montessori School
2310,A0303342,Elementary,Nan,Nan,Sophia Christian Academy,WV,Raleigh,Sophia,PO BOX 987,25921,Sophia Christian Academy
2311,470294001065,Elementary,4700148.0,Shelby County,Gardenview Elementary,TN,Shelby County,Memphis,4075 Hartz Dr,38116,Gardenview Elementary School
2312,171377001730,Middle,1713770.0,Comm Cons Sd 59,Friendship Jr High School,IL,Cook County,Des Plaines,550 Elizabeth Ln,60018,Friendship Jr High School
2313,350048000857,High,3500480.0,Cimarron Municipal Schools,Moreno Valley High,NM,Colfax County,Angel Fire,56 CAMINO GRANDE,87710,Moreno Valley High School
2314,02118112,Combined Elem/Sec,Nan,Nan,Rehoboth Christian School,NM,Mckinley,Rehoboth,PO BOX 41,87322,Rehoboth Christian School
2315,A0300077,Elementary,Nan,Nan,Bingham Road Baptist Child Development  Center,AR,Pulaski,Little Rock,923 W BINGHAM RD,72206,Bingham Road Baptist Child Development  Center
2316,370012802613,High,3700128.0,Gray Stone Day School,Gray Stone Day,NC,Stanly County,Misenheimer,49464 Merner Terrace,28109,Gray Stone Day
2317,080336006445,Elementary,803360.0,School District No. 1 In The County Of Denver And State Of C,Mathematics And Science Leadership Academy,CO,Denver County,Denver,451 SOUTH TEJON STREET,80223,Mathematics And Science Leadership Academy
2318,220087000695,Middle,2200870.0,Lafayette Parish,Youngsville Middle School,LA,Lafayette Parish,Youngsville,600 Church Street,70592,Youngsville Middle School
2319,050654000390,High,506540.0,Gentry School District,Gentry High School Conversion Charter,AR,Benton County,Gentry,1295 PIONEER LN,72734,Gentry High School Conversion Charter
2320,120159002405,High,1201590.0,Polk,Lake Gibson Senior High School,FL,Polk County,Lakeland,7007 SOCRUM LOOP RD N,33809,Lake Gibson Senior High School
2321,480144013149,Middle,4801440.0,International Leadership Of Texas (Iltexas),Iltexas Keller Middle,TX,Tarrant County,Fort Worth,2301 HERITAGE TRACE PKWY,76177,Iltexas Keller Middle School
2322,530585000864,Elementary,5305850.0,North Thurston Public Schools,Lacey Elementary,WA,Thurston County,Lacey,1800 Homann Dr SE,98503,Lacey Elementary School
2323,250052602703,High,2500526.0,Boston Green Academy Horace Mann Charter School (District),Boston Green Academy Horace Mann Charter School,MA,Suffolk County,Brighton,20 Warren St.,02135,Boston Green Academy Horace Mann Charter School
2324,A0301077,Combined Elem/Sec,Nan,Nan,Sancta Familia Academy,FL,Brevard,Melbourne,1204 N HARBOR CITY BLVD,32935,Sancta Familia Academy
2325,120039007564,Middle,1200390.0,Miami-Dade,International Studies Charter Middle School,FL,Miami-Dade County,Miami,2480 SW 8TH ST,33135,International Studies Charter Middle School
2326,130246001083,High,1302460.0,Grady County,Cairo High School,GA,Grady County,Cairo,455 5th St SE,39828,Cairo High School
2327,A9703538,Elementary,Nan,Nan,Five Acre School,WA,Clallam,Sequim,515 LOTZGESELL RD,98382,Five Acre School
2328,540162001164,Elementary,5401620.0,Wood County Schools,Mckinley Elementary School,WV,Wood County,Parkersburg,1130 19TH ST,26101,Mckinley Elementary School
2329,01933863,Combined Elem/Sec,Nan,Nan,Abundant Life Christian School,WI,Dane,Madison,4901 E BUCKEYE RD,53716,Abundant Life Christian School
2330,02050606,Combined Elem/Sec,Nan,Nan,Mingo Valley Christian School,OK,Tulsa,Tulsa,8304 S 107TH E AVE,74133,Mingo Valley Christian School
2331,320006000855,Middle,3200060.0,Clark County School District,Rainbow Dreams Academy Secondary,NV,Clark County,Las Vegas,950 W. Lake Mead Blvd,89106,Rainbow Dreams Academy Secondary
2332,340264000793,Elementary,3402640.0,Camden City School District,Octavio V. Catto Community Family School,NJ,Camden County,Camden,3100 WESTFIELD AVE,08105,Octavio V. Catto Community Family School
2333,350150000390,High,3501500.0,Las Cruces Public Schools,Mayfield High,NM,Doã±A Ana County,Las Cruces,1955 NORTH VALLEY DR,88001,Mayfield High School
2334,220054000388,Elementary,2200540.0,East Baton Rouge Parish,Jefferson Terrace Elementary School,LA,East Baton Rouge Parish,Baton Rouge,9902 Cal Road,70809,Jefferson Terrace Elementary School
2335,450144001533,Middle,4501440.0,Charleston 01,Jerry Zucker Middle School Of Science,SC,Charleston County,North Charleston,6401 Dorchester Road,29418,Jerry Zucker Middle School Of Science
2336,080333001334,Middle,803330.0,Delta County Joint District No. 50,Cedaredge Middle School,CO,Delta County,Cedaredge,845 SE DEER CREEK DRIVE,81413,Cedaredge Middle School
2337,01413028,Elementary,Nan,Nan,Deamude Adventist Christian School,UT,Weber,Ogden,1765 W 2100 S,84401,Deamude Adventist Christian School
2338,550386003013,High,5503860.0,Northland Pines School District,School Of Options & Applied Research High,WI,Vilas County,Eagle River,1700 Pleasure Island Road,54521,School Of Options & Applied Research High School
2339,330248000066,Middle,3302480.0,Contoocook Valley School District,Great Brook School,NH,Hillsborough County,Antrim,16 School St.,03440,Great Brook School
2340,00490208,Elementary,Nan,Nan,Zion Lutheran School,KS,Montgomery,Independence,301 S 11TH ST,67301,Zion Lutheran School
2341,A9500187,Elementary,Nan,Nan,Gentry Mennonite School,AR,Benton,Gentry,PO BOX 676,72734,Gentry Mennonite School
2342,290060803274,Middle,2900608.0,Hawthorn Leadership Schl Girls,Hawthorn Middle,MO,St. Louis City,St. Louis,1901 N KINGSHIGHWAY BLVD,63113,Hawthorn Middle School
2343,120075007802,High,1200750.0,Hardee,Hardee Virtual Franchise,FL,Hardee County,Wauchula,1009 N 6TH AVE,33873,Hardee Virtual Franchise
2344,390052805238,High,3900528.0,Findlay Digital Academy,Findlay Digital Academy,OH,Hancock County,Findlay,1219 W Main Cross St Ste 101,45840,Findlay Digital Academy
2345,490099000558,Elementary,4900990.0,South Summit District,South Summit School,UT,Summit County,Kamas,535 E 300 S,84036,South Summit School
2346,A1303210,Elementary,Nan,Nan,Temple Christian Academy,SC,Darlington,Darlington,1660 N GOVERNOR WILLIAMS HWY,29540,Temple Christian Academy
2347,060720000670,Elementary,607200.0,Campbell Union,Lynhaven Elementary,CA,Santa Clara County,San Jose,881 S. Cypress Ave.,95117,Lynhaven Elementary School
