random_order,id,sch_level,dist_id,dist_name,sch_name,lstate,county,city,lat,lon,street,zip,private
2085,A0101838,Combined elem/sec,,,WESTSIDE CHRISTIAN SCHOOL,FL,PINELLAS,LARGO,28,-83,11633 137TH ST N,33774,1
2086,470153000471,Elementary,4701530,GRUNDY COUNTY,Palmer Elementary,TN,GRUNDY COUNTY,PALMER,35,-86,226 Schoolhouse RD,37365,
2087,120144005026,Elementary,1201440,ORANGE,SAND LAKE ELEMENTARY,FL,ORANGE COUNTY,ORLANDO,28,-81,8301 BUENA VISTA WOODS BLVD,32836,
2088,170993006103,High,1709930,CITY OF CHICAGO SD 299,IHSCA Charter High School,IL,COOK COUNTY,CHICAGO,42,-88,2520 S Western Ave,60608,
2089,A9708118,Combined elem/sec,,,FREDERICKSBURG ACADEMY,VA,SPOTSYLVANIA,FREDERICKSBURG,38,-77,10800 ACADEMY DR,22408,1
2090,460207000008,Elementary,4602070,ABERDEEN SCHOOL DISTRICT 06-1,May Overby Elementary - 09,SD,BROWN COUNTY,ABERDEEN,45,-98,612 14th Ave SE,57401,
2091,BB130486,Elementary,,,FIRST CHRISTIAN ACADEMY,TX,HIDALGO,WESLACO,26,-98,706 S IOWA AVE,78596,1
2092,440001700477,High,4400017,THE GREENE SCHOOL,The Greene School,RI,KENT COUNTY,WEST GREENWICH,42,-72,94 John Potter Road,2817,
2093,A9701397,Combined elem/sec,,,LYCEE FRANCAIS DE CHICAGO,IL,COOK,CHICAGO,42,-88,1929 W WILSON AVE,60640,1
2094,00644828,Elementary,,,ST JOHNS LUTHERAN SCHOOL,MI,BAY,BAY CITY,44,-84,210 S ALP ST,48706,1
2095,080336006646,Elementary,803360,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,ROCKY MOUNTAIN PREP: SOUTHWEST,CO,DENVER COUNTY,DENVER,40,-105,911 SOUTH HAZEL COURT,80219,
2096,530038003501,High,5300380,BATTLE GROUND SCHOOL DISTRICT,Open Doors Battle Ground,WA,CLARK COUNTY,BRUSH PRAIRIE,46,-123,11104 NE 149th St,98606,
2097,341095001158,Elementary,3410950,MOUNT LAUREL TOWNSHIP SCHOOL DISTRICT,Fleetwood Elementary School,NJ,BURLINGTON COUNTY,MOUNT LAUREL,40,-75,231 FLEETWOOD AVE,8054,
2098,160014900992,High,1600149,THE KOOTENAI BRIDGE ACADEMY INC.,KOOTENAI BRIDGE ACADEMY,ID,KOOTENAI COUNTY,COEUR D'ALENE,48,-117,637 NORTH PARK DRIVE,83814,
2099,330003000605,High,3300030,NORTH COUNTRY CHARTER ACADEMY,North Country Charter Academy (H),NH,GRAFTON COUNTY,LITTLETON,44,-72,260 Cottage St. Suite A,3561,
2100,A9103838,Elementary,,,FAITH ACADEMY,MS,RANKIN,PEARL,32,-90,2065 MURRAY DR,39208,1
2101,361791001606,High,3617910,LYNBROOK UNION FREE SCHOOL DISTRICT,LYNBROOK SENIOR HIGH SCHOOL,NY,NASSAU COUNTY,LYNBROOK,41,-74,9 UNION AVE,11563,
2102,410750001660,High,4107500,LINCOLN COUNTY SD,Siletz Valley Early College Academy,OR,LINCOLN COUNTY,SILETZ,45,-124,245 James Frank Ave NW,97380,
2103,AA890392,Combined elem/sec,,,CHRIST EPISCOPAL SCHOOL,LA,ST. TAMMANY,COVINGTON,30,-90,80 CHRISTWOOD BLVD,70433,1
2104,290060903262,Elementary,2900609,THE BIOME,THE BIOME,MO,ST. LOUIS CITY,ST. LOUIS,39,-90,4471 OLIVE STREET,63108,
2105,00426118,Elementary,,,HILLSIDE AMISH SCHOOL,IN,ELKHART,GOSHEN,42,-86,62787 COUNTY ROAD 35,46528,1
2106,BB162161,Combined elem/sec,,,LA SALLE SCHOOL,NY,ALBANY,ALBANY,43,-74,391 WESTERN AVE,12203,1
2107,01297429,Elementary,,,HIGHLAND ELEMENTARY SCHOOL,TN,SUMNER,PORTLAND,37,-86,234 HIGHLAND CIR DR,37148,1
2108,00791715,Elementary,,,ST MATTHEW'S SCHOOL,MT,FLATHEAD,KALISPELL,48,-114,602 S MAIN ST,59901,1
2109,A1502264,Combined elem/sec,,,SUMMIT ACADEMY,MT,PARK,LIVINGSTON,46,-111,PO BOX 403,59047,1
2110,422379007393,Elementary,4223790,TROY AREA SD,Troy Intrmd Sch,PA,BRADFORD COUNTY,TROY,42,-77,206 King Street,16947,
2111,110010100499,Elementary,1100101,THE CHILDREN'S GUILD DC PCS,The Children's Guild PCS,DC,DISTRICT OF COLUMBIA,WASHINGTON,39,-77,2146 24th Pl NE,20018,
2112,00563824,Combined elem/sec,,,TEMPLE ACADEMY,ME,KENNEBEC,WATERVILLE,45,-70,60 W RIVER RD,4901,1
2113,020009000433,Middle,200090,CRAIG CITY SCHOOL DISTRICT,Craig Middle School,AK,PRINCE OF WALES-HYDER CENSUS AREA,CRAIG,55,-133,100 School Road Lower,99921,
2114,330174000681,Middle,3301740,BEDFORD SCHOOL DISTRICT,Ross A. Lurgio Middle School,NH,HILLSBOROUGH COUNTY,BEDFORD,43,-72,47A  Nashua Rd.,3110,
2115,590001900135,Elementary,5900153,DUCKWATER SHOSHONE ELEMENTARY SCHOOL,Duckwater Shoshone Elementary School,NV,NYE COUNTY,DUCKWATER,39,-116,509 Duckwater Falls Rd,89314,
2116,A0304105,Combined elem/sec,,,NATURE DISCOVERY SCHOOL,OR,LANE,MONROE,44,-123,1267 ORCHARD ST,97456,1
2117,330558000701,High,3303292,PACE CAREER ACADEMY CHARTER SCHOOL,PACE Career Academy Charter School,NH,MERRIMACK COUNTY,ALLENSTOWN,43,-71,Suncook Business Park,3275,
2118,A9102320,Combined elem/sec,,,ARLYN DAY SCHOOL,IL,LAKE,HIGHLAND PARK,42,-88,2789 OAK ST,60035,1
2119,440120000340,Elementary,4401200,WOONSOCKET,Governor Aram J. Pothier Schoo,RI,PROVIDENCE COUNTY,WOONSOCKET,42,-71,420 Robinson Street,2895,
2120,490005601175,High,4900056,KARL G. MAESER PREPARATORY ACADEMY,Karl G. Maeser Preparatory Academy,UT,UTAH COUNTY,LINDON,40,-112,320 W 600 S,84042,
2121,450144001655,High,4501440,CHARLESTON 01,Allegro Charter School of Music,SC,CHARLESTON COUNTY,CHARLESTON,33,-80,120 Broad Street,29401,
2122,090192000381,Elementary,901920,HARTFORD SCHOOL DISTRICT,Milner School,CT,HARTFORD COUNTY,HARTFORD,42,-73,104 Vine Street,6112,
2123,551584003091,Elementary,5515840,WAUPACA SCHOOL DISTRICT,Chain Exploration Center,WI,WAUPACA COUNTY,WAUPACA,44,-89,N3160 Silver Lake Dr,54981,
2124,160258000455,Middle,1602580,PAYETTE JOINT DISTRICT,MCCAIN MIDDLE SCHOOL,ID,PAYETTE COUNTY,PAYETTE,44,-117,400 NORTH IOWA AVENUE,83661,
2125,080363001278,High,803630,EDISON JOINT DISTRICT NO. 54 OF THE COUNTIES OF EL PASO AND,EDISON JUNIOR-SENIOR HIGH SCHOOL,CO,EL PASO COUNTY,YODER,39,-104,14550 EDISON ROAD,80864,
2126,150003000302,Middle,1500030,HAWAII DEPARTMENT OF EDUCATION,Kapolei Charter School by Goodwill Hawaii,HI,HONOLULU COUNTY,KAPOLEI,21,-158,2140 Lauwiliwili St,96706,
2127,A1503776,Elementary,,,ST ANTHONY OF PADUA CATHOLIC SCHOOL,TX,MONTGOMERY,THE WOODLANDS,30,-96,7901 BAY BRANCH DR,77382,1
2128,02055411,Elementary,,,JEWISH COMMUNITY DAY SCHOOL OF RHODE ISLAND,RI,PROVIDENCE,PROVIDENCE,42,-71,85 TAFT AVE,2906,1
2129,350006000962,Middle,3500060,ALBUQUERQUE PUBLIC SCHOOLS,LA RESOLANA LEADERSHIP,NM,BERNALILLO COUNTY,ALBUQUERQUE,35,-107,230 TRUMAN NE,87108,
2130,220084000636,Middle,2200840,JEFFERSON PARISH,J.D. Meisler Middle School,LA,JEFFERSON PARISH,METAIRIE,30,-90,3700 Cleary Avenue,70002,
2131,540138001051,Elementary,5401380,TAYLOR COUNTY SCHOOLS,FLEMINGTON ELEMENTARY SCHOOL,WV,TAYLOR COUNTY,FLEMINGTON,39,-80,824 SIMPSON ROAD,26347,
2132,A0509228,Combined elem/sec,,,ISLAND PACIFIC ACADEMY,HI,HONOLULU,KAPOLEI,21,-158,909 HAUMEA ST,96707,1
2133,A1700268,Combined elem/sec,,,HALSTROM ACADEMY- HUNTINGTON BEACH,CA,ORANGE,HUNTINGTON BEACH,34,-118,2100 MAIN ST STE 260,92648,1
2134,A9300210,Elementary,,,EVANGELICAL CHRISTIAN ACADEMY,CO,EL PASO,COLORADO SPRINGS,39,-105,2511 N LOGAN AVE,80907,1
2135,02064153,Elementary,,,SPRINGFIELD ACADEMY,VA,FAIRFAX,SPRINGFIELD,39,-77,5236 BACKLICK RD,22151,1
2136,291640002741,High,2900029,GUADALUPE CENTERS SCHOOLS,GUADALUPE CENTERS HIGH SCHOOL,MO,JACKSON COUNTY,KANSAS CITY,39,-95,1524 Paseo Blvd,64108,
2137,A1701807,Combined elem/sec,,,HERITAGE ONLINE ACADEMY,KS,JOHNSON,OVERLAND PARK,39,-95,7407 METCALF AVE,66204,1
2138,150003000014,Elementary,1500030,HAWAII DEPARTMENT OF EDUCATION,Kapunahala Elementary School,HI,HONOLULU COUNTY,KANEOHE,21,-158,45-828 Anoi Rd,96744,
2139,240051001718,High,2400510,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,College Park Academy,MD,PRINCE GEORGE'S COUNTY,RIVERDALE,39,-77,5751 Rivertech Ct,20737,
2140,220033000247,Middle,2200330,CALCASIEU PARISH,W. W. Lewis Middle School,LA,CALCASIEU PARISH,SULPHUR,30,-93,1752 Cypress,70663,
2141,00459507,Elementary,,,SIOUX CENTER CHRISTIAN SCHOOL,IA,SIOUX,SIOUX CENTER,43,-96,PO BOX 165,51250,1
2142,063801014076,Middle,602352,TEAM CHARTER ACADEMY DISTRICT,Team Charter Academy,CA,,STOCKTON,38,-121,540 E. Main St.,95202,
2143,BB141099,Combined elem/sec,,,THE BEAR CREEK SCHOOL,WA,KING,REDMOND,48,-122,8905 208TH AVE NE,98053,1
2144,330329800717,High,3303298,THE FOUNDERS ACADEMY CHARTER SCHOOL DISTRICT,The Founders Academy Charter School (H),NH,HILLSBOROUGH COUNTY,MANCHESTER,43,-71,5 Perimeter Rd,3103,
2145,A0502809,Combined elem/sec,,,MERCY SCHOOL INSTITUTE,OK,OKLAHOMA,EDMOND,36,-98,14001 N HARVEY AVE,73013,1
2146,080336006626,High,803360,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,GIRLS ATHLETIC LEADERSHIP SCHOOL HIGH SCHOOL,CO,DENVER COUNTY,DENVER,40,-105,750 GALAPAGO STREET,80204,
2147,201125000870,Elementary,2011250,ROSE HILL PUBLIC SCHOOLS,Rose Hill Intermediate,KS,BUTLER COUNTY,ROSE HILL,38,-97,409 E School St,67133,
2148,01282784,Combined elem/sec,,,SIOUX FALLS CHRISTIAN SCHOOLS,SD,LINCOLN,SIOUX FALLS,43,-97,6120 S CHARGER CIR,57108,1
2149,01913075,Combined elem/sec,,,MORNINGSIDE ACADEMY,WA,KING,SEATTLE,48,-122,901 LENORA ST,98121,1
2150,160000501056,High,1600005,IDAHO VIRTUAL HIGH SCHOOL INC.,RICHARD MCKENNA CHARTER SCHOOL - ONLINE ALTERNATIVE,ID,ELMORE COUNTY,MOUNTAIN HOME,43,-116,1993 EAST 8TH NORTH SUITE 105,83647,
2151,292928003037,Elementary,2900579,CONFLUENCE ACADEMIES,OLD NORTH,MO,ST. LOUIS CITY,ST LOUIS,39,-90,3017 NORTH 13TH STREET,63107,
2152,411004001581,Elementary,4110040,PORTLAND SD 1J,Emerson School,OR,MULTNOMAH COUNTY,PORTLAND,46,-123,105 NW Park Ave,97209,
2153,510398001769,Elementary,5103980,WESTMORELAND CO PBLC SCHS,WASHINGTON DISTRICT ELEM,VA,WESTMORELAND COUNTY,COLONIAL BEACH,38,-77,454 Oak Grove Road,22443,
2154,01258059,Combined elem/sec,,,PROVIDENCE COUNTRY DAY SCHOOL,RI,PROVIDENCE,EAST PROVIDENCE,42,-71,660 WATERMAN AVE,2914,1
2155,A1303225,Combined elem/sec,,,BLACK HILLS LUTHERAN SCHOOLS,SD,PENNINGTON,RAPID CITY,44,-103,PO BOX 3034,57709,1
2156,440003200526,High,4400032,PAUL CUFFEE CHARTER SCH,Paul Cuffee Upper School,RI,,PROVIDENCE,,,544 Elmwood Avenue,2907,
2157,050041601611,High,500416,HAAS HALL BENTONVILLE,HAAS HALL ACADEMY BENTONVILLE,AR,BENTON COUNTY,BENTONVILLE,36,-94,2600 SW J ST,72712,
2158,330633000423,Elementary,3306330,STARK SCHOOL DISTRICT,Stark Village School,NH,COOS COUNTY,STARK,45,-71,1192 Stark Hwy.,3582,
2159,461812000837,Middle,4618120,DELL RAPIDS SCHOOL DISTRICT 49-3,Dell Rapids Middle School - 03,SD,MINNEHAHA COUNTY,DELL RAPIDS,44,-97,1216 N Garfield Ave,57022,
2160,340597000490,Elementary,3405970,GLEN ROCK PUBLIC SCHOOL DISTRICT,CLARA E COLEMAN SCHOOL,NJ,BERGEN COUNTY,GLEN ROCK,41,-74,100 PINELYNN RD,7452,
2161,00537995,Elementary,,,OUR LADY PROMPT SUCCOR SCHOOL,LA,JEFFERSON,WESTWEGO,30,-90,531 AVE A,70094,1
2162,A0302917,Elementary,,,MADISON CHRISTIAN SCHOOL,SD,LAKE,MADISON,44,-97,45369 234TH ST,57042,1
2163,A9903832,Elementary,,,"JONAS KING, STONEY LANE SCHOOL, BOARD CHAIRMAN",PA,LANCASTER,NARVON,40,-76,248 BLANK RD,17555,1
2164,BB161142,Elementary,,,POSTVILLE SHULL,IA,ALLAMAKEE,POSTVILLE,43,-92,417 OAK DR,52162,1
2165,550972003015,Elementary,5509720,NORTHWOOD SCHOOL DISTRICT,Northwood Elementary,WI,WASHBURN COUNTY,MINONG,46,-92,N14463 Highway 53,54859,
2166,00791453,Elementary,,,ST CHARLES MISSION SCHOOL,MT,BIG HORN,PRYOR,45,-109,PO BOX 29,59066,1
2167,130252003448,Middle,1302520,GRIFFIN-SPALDING COUNTY,Carver Road Middle School,GA,SPALDING COUNTY,GRIFFIN,33,-84,2185 Carver Rd,30224,
2168,510009000030,High,5100090,ALBEMARLE CO PBLC SCHS,MURRAY HIGH,VA,CHARLOTTESVILLE CITY,CHARLOTTESVILLE,38,-78,1200 Forest Street,22903,
2169,480001608908,High,4800016,TEXANS CAN ACADEMIES,FORT WORTH CAN ACADEMY WESTCREEK,TX,TARRANT COUNTY,FORT WORTH,33,-97,6620 WESTCREEK DR,76133,
2170,440120000334,Elementary,4401200,WOONSOCKET,Globe Park School,RI,PROVIDENCE COUNTY,WOONSOCKET,42,-72,192 Avenue A,2895,
2171,A1503331,Combined elem/sec,,,MILAGRE KIDS SCHOOL,PA,DELAWARE,FOLSOM,40,-75,224 MILMONT AVE,19033,1
2172,330329600711,High,3303296,GRANITE STATE ARTS ACADEMY CHARTER SCHOOL,Granite State Arts Academy Charter School,NH,ROCKINGHAM COUNTY,SALEM,43,-71,19 Keewaydin Drive,3079,
2173,200324000622,Middle,2003240,WABAUNSEE,Wabaunsee Junior High,KS,WABAUNSEE COUNTY,PAXICO,39,-96,112 Elm,66526,
2174,00754841,Elementary,,,TRINITY LUTHERAN SCHOOL,MO,ST. CHARLES,SAINT CHARLES,39,-90,4689 N HWY 94,63301,1
2175,00517174,Combined elem/sec,,,BLUE GRASS BAPTIST SCHOOL,KY,FAYETTE,LEXINGTON,38,-84,3743 RED RIVER DR.,40517,1
2176,A0109627,Elementary,,,ORCHARD VALLEY WALDORF SCHOOL,VT,WASHINGTON,EAST MONTPELIER,44,-72,2290 VT ROUTE 14 N,5651,1
2177,450336001463,Elementary,4503360,RICHLAND 01,Carolina School for Inquiry,SC,RICHLAND COUNTY,COLUMBIA,34,-81,7405-A Fairfield Road,29203,
2178,400078702787,Elementary,4000787,JOHN W REX CHARTER ELEMENTARY,JOHN W REX CHARTER ELEMENTARY,OK,OKLAHOMA COUNTY,OKLAHOMA CITY,35,-98,500 West Sheridan,73102,
2179,A9900680,Combined elem/sec,,,ST JOHN OF SAN FRANCISCO ORTHODOX ACADEMY,CA,SAN FRANCISCO,SAN FRANCISCO,38,-122,6210 GEARY BLVD,94121,1
2180,A1702285,Combined elem/sec,,,SHERWOOD CENTER FOR THE EXCEPTINOAL CHILD,MO,JACKSON,KANSAS CITY,39,-95,8030 WARD PKWY PLZ,64114,1
2181,464638000416,High,4646380,MCLAUGHLIN SCHOOL DISTRICT 15-2,McLaughlin High School - 01,SD,CORSON COUNTY,MCLAUGHLIN,46,-101,701 S Main,57642,
2182,A1500550,Elementary,,,THE KNOWING GARDEN,CA,LOS ANGELES,TORRANCE,34,-118,"4733 TORRANCE BLVD, BOX #324",90503,1
2183,271119002657,Elementary,2711190,EDEN VALLEY-WATKINS SCHOOL DISTRICT,WATKINS ELEMENTARY,MN,MEEKER COUNTY,WATKINS,45,-94,161 SCHOOL AVE,55389,
2184,00750847,Elementary,,,ST AGNES CATHOLIC ELEMENTARY SCHOOL,MO,STE. GENEVIEVE,BLOOMSDALE,38,-90,P O BOX 154,63627,1
2185,A1703812,Elementary,,,SYCAMORE HOLLOW SCHOOL,WV,MASON,LETART,39,-82,6587 LIEVING RD,25253,1
2186,530711002537,Elementary,5307110,RAINIER SCHOOL DISTRICT,Rainier Elementary School,WA,THURSTON COUNTY,RAINIER,47,-123,600 W 3rd,98576,
2187,00810423,Combined elem/sec,,,CENTRAL CATHOLIC MIDDLE & HIGH SCHOOL,NE,HALL,GRAND ISLAND,41,-98,1200 RUBY AVE,68803,1
2188,490012000084,Middle,4900120,CACHE DISTRICT,South Cache Middle School,UT,CACHE COUNTY,HYRUM,42,-112,10 S 480 W,84319,
2189,350006000823,High,3500060,ALBUQUERQUE PUBLIC SCHOOLS,ROBERT F. KENNEDY CHARTER,NM,BERNALILLO COUNTY,ALBUQUERQUE,35,-107,4300 BLAKE RD SW,87121,
2190,480005513098,High,4800055,LIFE SCHOOL,LIFE H S WAXAHACHIE,TX,ELLIS COUNTY,WAXAHACHIE,32,-97,170 W BUTCHER RD,75165,
2191,00852317,Combined elem/sec,,,CEDARCREST SCHOOL,NH,CHESHIRE,KEENE,43,-72,91 MAPLE AVE,3431,1
2192,050840001202,Middle,508400,RIVERVIEW SCHOOL DISTRICT,RIVERVIEW JUNIOR HIGH SCHOOL,AR,WHITE COUNTY,SEARCY,35,-92,820 RAIDER DR,72143,
2193,090003301449,Middle,900033,PARK CITY PREP CHARTER SCHOOL,Park City Prep Charter School,CT,FAIRFIELD COUNTY,BRIDGEPORT,41,-73,1550 State Street,6605,
2194,01904683,Elementary,,,OSWEGO COMMUNITY CHRISTIAN SCHOOL,NY,OSWEGO,OSWEGO,43,-76,400 E ALBANY ST,13126,1
2195,590001200095,Elementary,5900069,KHA'P'O COMMUNITY SCHOOL,Kha'p'o Community School,NM,RIO ARRIBA COUNTY,ESPANOLA,36,-106,625 Kee Street,87532,
2196,00032939,Combined elem/sec,,,IMMANUEL MISSION SCHOOL,AZ,APACHE,TEEC NOS POS,37,-109,PO BOX 1080,86514,1
2197,301974001074,Middle,3019740,OPHEIM K-12 SCHOOLS,Opheim 7-8,MT,VALLEY COUNTY,OPHEIM,49,-106,100 Rock St,59250,
2198,040020201959,High,400202,ACADEMY OF TUCSON INC. (78897),Academy of Tucson High School,AZ,PIMA COUNTY,TUCSON,32,-111,10720 East 22nd Street,85748,
2199,440000800493,Middle,4400008,BEACON CHARTER SCHOOL,Founders Academy,RI,PROVIDENCE COUNTY,WOONSOCKET,42,-72,1 Social Street,2895,
2200,192124001275,High,1921240,NORWALK COMM SCHOOL DISTRICT,Norwalk Senior High School,IA,WARREN COUNTY,NORWALK,41,-94,1201 North Ave,50211,
2201,160324000660,Elementary,1603240,TWIN FALLS DISTRICT,I B PERRINE ELEMENTARY SCHOOL,ID,TWIN FALLS COUNTY,TWIN FALLS,43,-114,452 CASWELL AVENUE WEST,83301,
2202,130174000692,High,1301740,DEKALB COUNTY,Chamblee Charter High School,GA,DEKALB COUNTY,CHAMBLEE,34,-84,3688 Chamblee Dunwoody Rd,30341,
2203,250008601996,High,2500086,COMMUNITY CHARTER SCHOOL OF CAMBRIDGE (DISTRICT),Community Charter School of Cambridge,MA,MIDDLESEX COUNTY,CAMBRIDGE,42,-71,245 Bent Street,2141,
2204,160060000115,Elementary,1600600,VALLIVUE SCHOOL DISTRICT,EAST CANYON ELEMENTARY SCHOOL,ID,CANYON COUNTY,NAMPA,44,-117,18408 NORTHSIDE BOULEVARD,83687,
2205,040880001448,High,408800,TUCSON UNIFIED DISTRICT (4403),Santa Rita High School,AZ,PIMA COUNTY,TUCSON,32,-111,3951 S PANTANO RD,85730,
2206,A0970943,Elementary,,,MONTESSORI SCHOOL OF CUMMING,GA,FORSYTH,CUMMING,34,-84,4601 POST RD,30040,1
2207,120147008236,High,1201470,OSCEOLA,AVANT GARDE ACADEMY,FL,OSCEOLA COUNTY,KISSIMMEE,28,-81,2880 N ORANGE BLOSSOM TRL,34744,
2208,100130000004,High,1001300,RED CLAY CONSOLIDATED SCHOOL DISTRICT,Calloway (Cab) School of the Arts,DE,NEW CASTLE COUNTY,WILMINGTON,40,-76,100 North duPont Road,19807,
2209,540162001165,Elementary,5401620,WOOD COUNTY SCHOOLS,MINERAL WELLS ELEMENTARY SCHOOL,WV,WOOD COUNTY,MINERAL WELLS,39,-82,1776 ELIZABETH PIKE,26150,
2210,A0300097,Combined elem/sec,,,THE EPISCOPAL COLLEGIATE SCHOOL,AR,PULASKI,LITTLE ROCK,35,-92,1701 CANTRELL RD,72201,1
2211,420087407515,Elementary,4200874,MASTERY CS - FRANCIS D. PASTORIUS ELEMENTARY,Mastery CS - Francis D. Pastorius Elemen,PA,PHILADELPHIA COUNTY,PHILADELPHIA,40,-75,5650 Sprague Street,19138,
2212,A9101311,Elementary,,,SAN FRANCISCO DAY SCHOOL,CA,SAN FRANCISCO,SAN FRANCISCO,38,-122,350 MASONIC AVE,94118,1
2213,462550000842,Middle,4625500,FREEMAN SCHOOL DISTRICT 33-1,Freeman Jr. High - 05,SD,HUTCHINSON COUNTY,FREEMAN,43,-97,1001 S Wipf St,57029,
2214,340075303183,High,3400753,M.E.T.S. CHARTER SCHOOL,M.E.T.S. Charter School,NJ,HUDSON COUNTY,JERSEY CITY,41,-74,211 SHERMAN AVE,7307,
2215,400079902856,Middle,4000799,DOVE SCIENCE ACADEMY (CHARTER),DOVE SCIENCE ACADEMY MS,OK,OKLAHOMA COUNTY,OKLAHOMA CITY,35,-98,919 NW 23rd ST,73106,
2216,330573000539,Middle,3305730,PITTSFIELD SCHOOL DISTRICT,Pittsfield Middle School,NH,MERRIMACK COUNTY,PITTSFIELD,43,-71,23 Oneida St.,3263,
2217,120144007459,Elementary,1201440,ORANGE,UCP EAST CHARTER,FL,ORANGE COUNTY,ORLANDO,29,-81,12702 SCIENCE DR,32826,
2218,A9502188,Combined elem/sec,,,BEVERLY SCHOOL FOR THE DEAF,MA,ESSEX,BEVERLY,43,-71,6 ECHO AVE,1915,1
2219,AA001078,Elementary,,,NORTHWEST HILLS CHRISTIAN SCHOOL,TX,BEXAR,SAN ANTONIO,29,-99,8511 HEATH CIR DR,78250,1
2220,350099001080,High,3500990,FARMINGTON MUNICIPAL SCHOOLS,NEW MEXICO VIRTUAL ACADEMY,NM,SAN JUAN COUNTY,FARMINGTON,37,-108,845 N. SULLIVAN AVE,87401,
2221,490016701447,Elementary,4900167,WEBER STATE UNIVERSITY CHARTER ACADEMY,Weber State University Charter Academy,UT,WEBER COUNTY,OGDEN,41,-112,1351 Edvalson Street,84408,
2222,020013000635,High,200130,GALENA CITY SCHOOL DISTRICT,Sidney C. Huntington Jr/Sr High School,AK,YUKON-KOYUKUK CENSUS AREA,GALENA,65,-157,299 Antoski Ave,99741,
2223,00230045,Elementary,,,ST PAUL SCHOOL,CT,HARTFORD,KENSINGTON,42,-73,461 ALLING ST,6037,1
2224,A1702357,Elementary,,,HIS WORD CHRISTIAN ACADEMY,NV,LYON,SMITH,39,-119,888 HUDSON WAY,89430,1
2225,270034604667,Middle,2700346,VOYAGEURS EXPEDITIONARY,VOYAGEURS EXPEDITIONARY MS,MN,BELTRAMI COUNTY,BEMIDJI,48,-95,3724 BEMIDJI AVE N,56601,
2226,A9300707,Elementary,,,TRIMONT CHRISTIAN ACADEMY,NC,MACON,FRANKLIN,35,-83,98 PROMISE LN,28734,1
2227,260252001018,High,2602520,ALLEN PARK PUBLIC SCHOOLS,Allen Park Community School,MI,WAYNE COUNTY,ALLEN PARK,42,-83,14700 MOORE AVE,48101,
2228,362684003658,Middle,3626840,SHOREHAM-WADING RIVER CENTRAL SCHOOL DISTRICT,ALBERT G PRODELL MIDDLE SCHOOL,NY,SUFFOLK COUNTY,SHOREHAM,41,-73,100 RANDALL RD,11786,
2229,080336001833,High,803360,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,DSST: STAPLETON HIGH SCHOOL,CO,DENVER COUNTY,DENVER,40,-105,2000 VALENTIA STREET,80238,
2230,201014000134,Elementary,2010140,OLATHE,Westview Elem,KS,JOHNSON COUNTY,OLATHE,39,-95,500 S Troost St,66061,
2231,220117001937,Elementary,2200282,LAKE FOREST ELEMENTARY CHARTER SCHOOL,Lake Forest Elementary Charter School,LA,ORLEANS PARISH,NEW ORLEANS,30,-90,11110 Lake Forest Blvd,70128,
2232,490004801149,Elementary,4900048,NOAH WEBSTER ACADEMY,Noah Webster Academy,UT,UTAH COUNTY,OREM,40,-112,205 E 400 S,84058,
2233,00327241,Combined elem/sec,,,ASSETS SCHOOL,HI,HONOLULU,HONOLULU,21,-158,1 OHANA NUI WAY,96818,1
2234,440003600246,High,4400036,BLACKSTONE ACADEMY,Blackstone Academy Charter,RI,PROVIDENCE COUNTY,PAWTUCKET,42,-71,334 Pleasant Street,2860,
2235,080234006677,Elementary,802340,AURORA JOINT DISTRICT NO. 28 OF THE COUNTIES OF ADAMS AND A,ROCKY MOUNTAIN PREP - FLETCHER CAMPUS,CO,ADAMS COUNTY,AURORA,40,-105,10455 EAST 25TH AVENUE,80010,
2236,550861000980,Middle,5508610,MANITOWOC SCHOOL DISTRICT,Washington Junior High,WI,MANITOWOC COUNTY,MANITOWOC,44,-88,2101 Division St,54220,
2237,400079202822,Middle,4000792,HONOR ACADEMY(CHARTER),TULSA HONOR ACADEMY CHARTER,OK,TULSA COUNTY,TULSA,36,-96,209 S  Lakewood Ave,74112,
2238,01264619,Elementary,,,BLESSED HOPE CHRISTIAN ACADEMY,SC,YORK,YORK,35,-81,PO BOX 609,29745,1
2239,A9106175,Combined elem/sec,,,FOOTHILLS CHRISTIAN SCHOOL,SC,OCONEE,FAIR PLAY,35,-83,104 FELTMAN RD,29643,1
2240,150003000100,High,1500030,HAWAII DEPARTMENT OF EDUCATION,Castle High School,HI,HONOLULU COUNTY,KANEOHE,21,-158,45-386 Kaneohe Bay Dr,96744,
2241,01605832,Elementary,,,ST ANDREW CATHOLIC SCHOOL,KS,MONTGOMERY,INDEPENDENCE,37,-96,215 N PARK BLVD,67301,1
2242,00080472,Elementary,,,ST PAULS SCHOOL,CA,TULARE,VISALIA,36,-119,6101 W GOSHEN AVE,93291,1
2243,A0102904,Combined elem/sec,,,HORIZON CHRISTIAN ACADEMY,GA,FORSYTH,CUMMING,34,-84,PO BOX 2715,30028,1
2244,02023423,Combined elem/sec,,,NORTHWEST CHILDRENS HOME EDUC CENTER,ID,NEZ PERCE,LEWISTON,46,-117,602 13TH ST,83501,1
